triple_id,subject,predicate,object,source_standard,clause,note,confidence,layer,scenario_id,subject_type,object_type,norm_predicate
330,环氧树脂砂浆外观,不得有,鼓包,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.3,,high,base,,RepairMaterial,Concept,related_to
331,环氧树脂砂浆外观,不得有,麻面,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.3,,high,base,,RepairMaterial,Concept,related_to
332,环氧树脂砂浆与基层黏结强度检验龄期,宜为,7d～14d,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.4,,high,base,,RepairMaterial,Concept,requires
333,黏结强度检验,每200m²取,5个测点,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.4,,high,base,,Concept,Concept,related_to
334,环氧树脂砂浆平均厚度,应满足,设计要求,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.5,,high,base,,RepairMaterial,Concept,requires
335,环氧树脂砂浆最小厚度,不应小于设计厚度的,80%,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.5,,high,base,,RepairMaterial,Concept,related_to
336,小于设计厚度的测点比例,不应超过,15%,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.5,,high,base,,Concept,Concept,related_to
337,环氧树脂砂浆平整度检验,应采用,2m靠尺,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.6,,high,base,,RepairMaterial,Concept,treated_by
338,平整度允许空隙,不应大于,5mm,DL/T 5193—2021 环氧树脂砂浆技术规程,6.2.6,,high,base,,Concept,Concept,related_to
339,环氧树脂灌浆材料,用于,地基处理灌浆,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,1.0.2,,high,base,,RepairMaterial,Concept,applicable_to
340,环氧树脂灌浆材料,用于,混凝土缺陷修复灌浆,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,1.0.2,,high,base,,RepairMaterial,Concept,applicable_to
341,环氧树脂灌浆材料,定义,用于灌浆中以环氧树脂为主剂的双组分材料,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,2.0.2,,high,base,,RepairMaterial,Concept,defined_as
342,环氧树脂灌浆材料,应符合,安全与环保要求,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.1.3,,high,base,,RepairMaterial,Concept,requires
343,饮水或灌溉工程用环氧树脂灌浆材料,应满足,实际无毒要求,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.1.3,,high,base,,RepairMaterial,Concept,requires
344,环氧树脂灌浆材料外观,要求,浆液双组分及混合后浆液均匀、无分层,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.2.1,,high,base,,RepairMaterial,Concept,requires
345,用于地基处理的环氧树脂灌浆材料,密度,>1.00g/cm³,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.2,,high,base,,RepairMaterial,Concept,has_index_requirement
346,用于混凝土缺陷修复的环氧树脂灌浆材料,密度,>1.00g/cm³,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.2,,high,base,,RepairMaterial,Concept,has_index_requirement
347,用于地基处理的环氧树脂灌浆材料,初始黏度,<30mPa·s,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.2,,high,base,,RepairMaterial,Concept,has_index_requirement
348,用于混凝土缺陷修复的环氧树脂灌浆材料,初始黏度,<200mPa·s,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.2,,high,base,,RepairMaterial,Concept,has_index_requirement
349,用于地基处理的环氧树脂灌浆材料,可操作时间,>120min,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.2,,high,base,,RepairMaterial,Concept,has_index_requirement
350,用于混凝土缺陷修复的环氧树脂灌浆材料,可操作时间,>30min,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.2,,high,base,,RepairMaterial,Concept,has_index_requirement
351,用于地基处理的环氧树脂灌浆材料,接触角,<25.0°,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.2,,high,base,,RepairMaterial,Concept,has_index_requirement
352,环氧树脂灌浆材料固化物,抗压强度,≥40.0MPa,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.3,,high,base,,RepairMaterial,Concept,has_index_requirement
353,环氧树脂灌浆材料固化物,拉伸剪切强度,≥5.0MPa,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.3,,high,base,,RepairMaterial,Concept,has_index_requirement
354,环氧树脂灌浆材料固化物,抗拉强度,≥10.0MPa,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.3,,high,base,,RepairMaterial,Concept,has_index_requirement
355,环氧树脂灌浆材料固化物,干粘结强度,≥3.0MPa,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.3,,high,base,,RepairMaterial,Concept,has_index_requirement
356,环氧树脂灌浆材料固化物,湿粘结强度,≥2.0MPa,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.3,,high,base,,RepairMaterial,Concept,has_index_requirement
357,环氧树脂灌浆材料固化物,抗渗性能,≥1.5MPa,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表3.2.3,,high,base,,RepairMaterial,Concept,related_to
358,环氧树脂灌浆材料性能检验,分为,出厂检验,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.3.1,,high,base,,RepairMaterial,Concept,classified_as
359,环氧树脂灌浆材料性能检验,分为,型式检验,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.3.1,,high,base,,RepairMaterial,Concept,classified_as
360,环氧树脂灌浆材料性能检验,分为,现场检验,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.3.1,,high,base,,RepairMaterial,Concept,classified_as
361,出厂检验项目,包括,外观,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.3.1,,high,base,,Concept,Concept,includes
362,出厂检验项目,包括,初始黏度,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.3.1,,high,base,,Concept,Concept,includes
363,出厂检验项目,包括,可操作时间,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.3.1,,high,base,,Concept,DefectFeature,includes
364,出厂检验项目,包括,固化物抗压强度,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.3.1,,high,base,,Concept,DefectFeature,includes
365,出厂检验项目,包括,固化物抗拉强度,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.3.1,,high,base,,Concept,DefectFeature,includes
366,现场检验项目,包括,外观,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.3.1,,high,base,,Concept,Concept,includes
367,现场检验项目,包括,密度,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.3.1,,high,base,,Concept,DefectFeature,includes
368,现场检验项目,包括,初始黏度,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.3.1,,high,base,,Concept,Concept,includes
369,现场检验项目,包括,可操作时间,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,3.3.1,,high,base,,Concept,DefectFeature,includes
370,环氧树脂灌浆材料应用设计,应根据,工程特点,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.1.1,,high,base,,RepairMaterial,Concept,requires
371,环氧树脂灌浆材料应用设计,应根据,灌浆目的,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.1.1,,high,base,,RepairMaterial,Concept,requires
372,环氧树脂灌浆材料应用设计,应根据,材料性能要求,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.1.1,,high,base,,RepairMaterial,Concept,requires
373,环氧树脂灌浆材料应用设计,宜包括,受灌体特性与灌浆目的,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.1.2,,high,base,,RepairMaterial,Concept,requires
374,环氧树脂灌浆材料应用设计,宜包括,灌浆材料性能指标要求,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.1.2,,high,base,,RepairMaterial,Concept,requires
375,环氧树脂灌浆材料应用设计,宜包括,灌浆技术要求,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.1.2,,high,base,,RepairMaterial,Concept,requires
376,环氧树脂灌浆材料应用设计,宜包括,灌浆质量标准和检查方法,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.1.2,,high,base,,RepairMaterial,InvestigationMethod,requires
377,环氧树脂灌浆材料应用于混凝土缺陷修复的材料选择,应根据,混凝土缺陷性状,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,base,,RepairMaterial,Concept,requires
378,不大于0.2mm的裂缝,宜选用,低黏度(<30mPa·s)环氧树脂灌浆材料,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,base,,Defect,RepairMaterial,uses_material
379,0.2mm以上的裂缝,宜选用,中等黏度(<200mPa·s)环氧树脂灌浆材料,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,base,,Defect,RepairMaterial,uses_material
380,潮湿和渗水环境下的混凝土裂缝处理,应选择,不易被水稀释的环氧树脂灌浆材料,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,base,,Defect,RepairMaterial,requires
381,潮湿和渗水环境下的混凝土裂缝处理,应选择,固化快的环氧树脂灌浆材料,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,base,,Defect,RepairMaterial,requires
382,潮湿和渗水环境下的混凝土裂缝处理,应选择,湿粘结强度高的环氧树脂灌浆材料,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,base,,Defect,RepairMaterial,requires
383,灌后混凝土,应满足,相应的强度要求,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,base,,Concept,Concept,requires
384,灌后混凝土,应满足,相应的抗渗性要求,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.2.3,,high,base,,Concept,Concept,requires
385,灌浆试验,应论证,应用环氧树脂灌浆材料的可行性,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.3.1,,high,base,,InvestigationMethod,RepairMaterial,requires
386,灌浆试验,应推荐,最优浆液配比,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.3.1,,high,base,,InvestigationMethod,Concept,requires
387,灌浆试验,应评价,环氧树脂灌浆材料与受灌体的适应性,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.3.1,,high,base,,InvestigationMethod,RepairMaterial,requires
388,灌浆试验,应推荐,适宜的灌浆方法,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.3.1,,high,base,,InvestigationMethod,Concept,requires
389,灌浆试验,应推荐,适宜的灌浆孔布置参数,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.3.1,,high,base,,InvestigationMethod,Concept,requires
390,灌浆试验,应推荐,灌浆工艺参数,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.3.1,,high,base,,InvestigationMethod,Concept,requires
391,灌浆试验,应推荐,结束标准,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.3.1,,high,base,,InvestigationMethod,Concept,requires
392,灌浆试验,应评价,灌后受灌体的物理力学特性和抗渗透变形能力,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.3.1,,high,base,,InvestigationMethod,Concept,requires
393,灌浆试验,应研究,适合工程特点与要求的灌浆质量检查方法,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.3.1,,high,base,,InvestigationMethod,InvestigationMethod,requires
394,灌浆试验,应分析,灌浆工效、进度、工程造价,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.3.1,,high,base,,InvestigationMethod,Concept,requires
395,灌浆试验前,应进行,环氧树脂灌浆材料配比试验,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.3.3,,high,base,,InvestigationMethod,RepairMaterial,requires
396,环氧树脂灌浆,宜采用,纯压式灌浆方式,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.1.4,,high,base,,Concept,Concept,treated_by
397,应用于混凝土缺陷修复的环氧树脂灌浆工艺参数选择,原则,灌浆压力不应大于受灌体破坏压力,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.4.2,,high,base,,Concept,DefectFeature,has_principle
398,混凝土缺陷修复灌浆结束标准,在最大设计压力下注入率小于,0.01L/min,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.4.2,,high,base,,Concept,Concept,related_to
399,混凝土缺陷修复灌浆结束标准,继续灌注,10～30min,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,4.4.2,,high,base,,Concept,Concept,related_to
400,环氧树脂灌浆材料施工,应编制,施工组织设计,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,5.1.1,,high,base,,RepairMaterial,Concept,requires
401,施工组织设计,应包括,灌浆方案及工艺,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,5.1.1,,high,base,,Concept,Concept,includes
402,施工组织设计,应包括,材料和配浆方法,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,5.1.1,,high,base,,Concept,Concept,includes
403,施工组织设计,应包括,质量检查及验收标准,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,5.1.1,,high,base,,Concept,InvestigationMethod,includes
404,灌浆过程中,应不定时检测,浆液黏度等参数,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,5.1.2,,high,base,,Concept,Concept,requires
405,当灌浆施工环境温度高于35℃或低于5℃时,应采取,相应的温度控制措施,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,5.1.3,,high,base,,Concept,Concept,requires
406,浆液配制和灌浆全过程,应做好,记录,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,5.1.5,,high,base,,Concept,Concept,requires
407,环氧树脂灌浆材料应用质量检查,应以,现场检查成果为主,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,6.0.1,,high,base,,RepairMaterial,InvestigationMethod,requires
408,环氧树脂灌浆材料应用质量检查,应以,施工记录资料等检查为辅,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,6.0.1,,high,base,,RepairMaterial,InvestigationMethod,requires
409,灌浆质量检查重点部位,包括,渗漏严重的部位,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,6.0.2,,high,base,,InvestigationMethod,Defect,includes
410,灌浆质量检查重点部位,包括,结构受力关键部位,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,6.0.2,,high,base,,InvestigationMethod,Concept,includes
411,灌浆质量检查重点部位,包括,潜在的质量缺陷部位,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,6.0.2,,high,base,,InvestigationMethod,Concept,includes
412,混凝土受灌体质量检查方法,包括,超声波测试,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表6.0.4,,high,base,,InvestigationMethod,InvestigationMethod,includes
413,混凝土受灌体质量检查方法,包括,钻孔取芯、压水试验,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表6.0.4,,high,base,,InvestigationMethod,RepairMethod,includes
414,混凝土受灌体质量检查方法,包括,孔内电视录像,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表6.0.4,,high,base,,InvestigationMethod,InvestigationMethod,includes
415,混凝土受灌体质量检查方法,包括,混凝土芯样物理力学试验,SL/T 807—2021 水工建筑物环氧树脂灌浆材料技术规范,表6.0.4,,high,base,,InvestigationMethod,InvestigationMethod,includes
416,聚氨酯灌浆材料,适用于,混凝土结构渗漏水治理工程,JC/T 2041—2020 聚氨酯灌浆材料,1,,high,base,,RepairMaterial,Defect,applicable_to
417,聚氨酯灌浆材料,适用于,基础加固工程,JC/T 2041—2020 聚氨酯灌浆材料,1,,high,base,,RepairMaterial,Concept,applicable_to
418,聚氨酯灌浆材料,适用于,帷幕防渗工程,JC/T 2041—2020 聚氨酯灌浆材料,1,,high,base,,RepairMaterial,Concept,applicable_to
419,聚氨酯灌浆材料,定义,以预聚体为主剂并与水反应生成固结体的灌浆材料,JC/T 2041—2020 聚氨酯灌浆材料,3.1,,high,base,,RepairMaterial,Concept,defined_as
420,聚氨酯灌浆材料,按性能分为,亲水型聚氨酯灌浆材料(WPU),JC/T 2041—2020 聚氨酯灌浆材料,4.1,,high,base,,RepairMaterial,RepairMaterial,classified_as
421,聚氨酯灌浆材料,按性能分为,疏水型聚氨酯灌浆材料(OPU),JC/T 2041—2020 聚氨酯灌浆材料,4.1,,high,base,,RepairMaterial,RepairMaterial,classified_as
422,亲水型聚氨酯灌浆材料(WPU),分为,I型,JC/T 2041—2020 聚氨酯灌浆材料,4.1,,high,base,,RepairMaterial,Concept,classified_as
423,亲水型聚氨酯灌浆材料(WPU),分为,Ⅱ型,JC/T 2041—2020 聚氨酯灌浆材料,4.1,,high,base,,RepairMaterial,Concept,classified_as
424,聚氨酯灌浆材料,外观要求,均匀的液体、无杂质、不分层,JC/T 2041—2020 聚氨酯灌浆材料,6.1,,high,base,,RepairMaterial,Concept,related_to
425,WPU I型,密度,≥1.00g/cm³,JC/T 2041—2020 聚氨酯灌浆材料,表1,,high,base,,Concept,Concept,has_index_requirement
426,WPU Ⅱ型,密度,≥1.00g/cm³,JC/T 2041—2020 聚氨酯灌浆材料,表1,,high,base,,Concept,Concept,has_index_requirement
427,OPU,密度,≥1.05g/cm³,JC/T 2041—2020 聚氨酯灌浆材料,表1,,high,base,,Concept,Concept,has_index_requirement
428,WPU I型,黏度,≤1000mPa·s,JC/T 2041—2020 聚氨酯灌浆材料,表1,,high,base,,Concept,Concept,has_index_requirement
429,WPU Ⅱ型,黏度,≤1000mPa·s,JC/T 2041—2020 聚氨酯灌浆材料,表1,,high,base,,Concept,Concept,has_index_requirement
430,OPU,黏度,≤1000mPa·s,JC/T 2041—2020 聚氨酯灌浆材料,表1,,high,base,,Concept,Concept,has_index_requirement
431,WPU I型,凝胶时间(20倍水),≤180s,JC/T 2041—2020 聚氨酯灌浆材料,表1,,high,base,,Concept,Concept,related_to
432,WPU Ⅱ型,凝胶时间(10倍水),≤120s,JC/T 2041—2020 聚氨酯灌浆材料,表1,,high,base,,Concept,Concept,related_to
433,OPU,凝固时间,≤800s,JC/T 2041—2020 聚氨酯灌浆材料,表1,,high,base,,Concept,Concept,related_to
434,WPU I型,不挥发物含量,≥78.0%,JC/T 2041—2020 聚氨酯灌浆材料,表1,,high,base,,Concept,Concept,has_index_requirement
435,WPU Ⅱ型,不挥发物含量,≥80.0%,JC/T 2041—2020 聚氨酯灌浆材料,表1,,high,base,,Concept,Concept,has_index_requirement
436,OPU,不挥发物含量,≥80.0%,JC/T 2041—2020 聚氨酯灌浆材料,表1,,high,base,,Concept,Concept,has_index_requirement
437,WPU I型,包水性,≥20倍水,JC/T 2041—2020 聚氨酯灌浆材料,表2,,high,base,,Concept,Concept,related_to
438,WPU Ⅱ型,包水性,≥10倍水,JC/T 2041—2020 聚氨酯灌浆材料,表2,,high,base,,Concept,Concept,related_to
439,WPU I型,亲水性,20倍水条件下固结体乳白、均匀、无颗粒及无雪花状,JC/T 2041—2020 聚氨酯灌浆材料,表2,,high,base,,Concept,Concept,related_to
440,WPU Ⅱ型,亲水性,10倍水条件下固结体乳白、均匀、无颗粒及无雪花状,JC/T 2041—2020 聚氨酯灌浆材料,表2,,high,base,,Concept,Concept,related_to
441,WPU Ⅱ型,发泡率,≥350%,JC/T 2041—2020 聚氨酯灌浆材料,表2,,high,base,,Concept,Concept,related_to
442,OPU,发泡率,≥1000%,JC/T 2041—2020 聚氨酯灌浆材料,表2,,high,base,,Concept,Concept,related_to
443,WPU I型,遇水膨胀率,≥40%,JC/T 2041—2020 聚氨酯灌浆材料,表2,,high,base,,Concept,Concept,related_to
444,WPU Ⅱ型,遇水膨胀率,≥30%,JC/T 2041—2020 聚氨酯灌浆材料,表2,,high,base,,Concept,Concept,related_to
445,OPU,抗压强度,≥15MPa,JC/T 2041—2020 聚氨酯灌浆材料,表2,,high,base,,Concept,Concept,has_index_requirement
446,聚氨酯灌浆材料,VOC限量,≤300g/L,JC/T 2041—2020 聚氨酯灌浆材料,表3,,high,base,,RepairMaterial,Concept,related_to
447,聚氨酯灌浆材料,苯限量,≤200mg/kg,JC/T 2041—2020 聚氨酯灌浆材料,表3,,high,base,,RepairMaterial,Concept,related_to
448,聚氨酯灌浆材料,甲苯+乙苯+二甲苯限量,≤5.0g/kg,JC/T 2041—2020 聚氨酯灌浆材料,表3,,high,base,,RepairMaterial,Concept,related_to
449,聚氨酯灌浆材料,卤代烷烃限量,≤5.0g/kg,JC/T 2041—2020 聚氨酯灌浆材料,表3,,high,base,,RepairMaterial,Concept,related_to
450,凝胶时间,定义,亲水型聚氨酯灌浆材料与一定比例的水混合后由液体变为固结体的时间,JC/T 2041—2020 聚氨酯灌浆材料,3.4,,high,base,,DefectFeature,RepairMaterial,defined_as
451,凝固时间,定义,疏水型聚氨酯灌浆材料与一定比例的催化剂和水混合后由液体变为固结体的时间,JC/T 2041—2020 聚氨酯灌浆材料,3.5,,high,base,,Concept,RepairMaterial,defined_as
452,包水性,定义,参与反应且胶凝的水量与亲水型聚氨酯灌浆材料之比,JC/T 2041—2020 聚氨酯灌浆材料,3.6,,high,base,,Concept,RepairMaterial,defined_as
453,发泡率,定义,固结体相对于原浆液的体积增长率,JC/T 2041—2020 聚氨酯灌浆材料,3.7,,high,base,,Concept,Concept,defined_as
454,亲水性,定义,亲水型聚氨酯灌浆材料与水反应以后固结体的均匀程度,JC/T 2041—2020 聚氨酯灌浆材料,3.8,,high,base,,Concept,RepairMaterial,defined_as
455,遇水膨胀率,定义,亲水型聚氨酯灌浆材料固结体浸泡水后体积膨胀的百分数,JC/T 2041—2020 聚氨酯灌浆材料,3.9,,high,base,,Concept,RepairMaterial,defined_as
456,养护修理内容,包括,检查,SL 230—2015 混凝土坝养护修理规程,1.0.3,,high,base,,Concept,InvestigationMethod,includes
457,养护修理内容,包括,养护,SL 230—2015 混凝土坝养护修理规程,1.0.3,,high,base,,Concept,Concept,includes
458,养护修理内容,包括,修理,SL 230—2015 混凝土坝养护修理规程,1.0.3,,high,base,,Concept,Concept,includes
459,养护与修理工作,原则,经常养护，随时维修，养重于修，修重于抢,SL 230—2015 混凝土坝养护修理规程,1.0.4,,high,base,,Concept,Concept,has_principle
460,修理工作程序,包括,工程损坏调查,SL 230—2015 混凝土坝养护修理规程,1.0.5,,high,base,,Concept,InvestigationMethod,includes
461,修理工作程序,包括,修理方案制定与报批,SL 230—2015 混凝土坝养护修理规程,1.0.5,,high,base,,Concept,Concept,includes
462,修理工作程序,包括,实施,SL 230—2015 混凝土坝养护修理规程,1.0.5,,high,base,,Concept,Concept,includes
463,修理工作程序,包括,验收,SL 230—2015 混凝土坝养护修理规程,1.0.5,,high,base,,Concept,QualityEvaluation,includes
464,裂缝修补前,应开展,裂缝调查,SL 230—2015 混凝土坝养护修理规程,5.1.2,,high,base,,Defect,InvestigationMethod,requires
465,裂缝修补前,应判定,裂缝类型,SL 230—2015 混凝土坝养护修理规程,5.1.2,,high,base,,Defect,DefectFeature,requires
466,静止裂缝,可即时进行,修补,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,base,,DefectFeature,Concept,related_to
467,静止裂缝,应根据…选择,修补材料,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,base,,DefectFeature,Concept,requires
468,静止裂缝,应根据…选择,修补方法,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,base,,DefectFeature,Concept,requires
469,活动裂缝,应先,消除成因,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,base,,DefectFeature,Concept,requires
470,活动裂缝,确认稳定后,按静止裂缝方法修补,SL 230—2015 混凝土坝养护修理规程,5.1.3,,high,base,,DefectFeature,DefectFeature,related_to
471,SCN_裂缝修补前,instance_of,RepairScenario,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.1.3,,high,scenario,SCN_裂缝修补前,RepairScenario,Concept,instance_of
472,SCN_裂缝修补前,has_stage,修补前,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.1.3,,high,scenario,SCN_裂缝修补前,RepairScenario,Concept,has_stage
473,SCN_裂缝修补前,has_defect,混凝土裂缝,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.1.3,,high,scenario,SCN_裂缝修补前,RepairScenario,Defect,has_defect
474,SCN_裂缝修补前,requires,收集裂缝相关资料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.1.3,,high,scenario,SCN_裂缝修补前,RepairScenario,Defect,requires
475,SCN_裂缝修补前,requires,裂缝分类,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.1.3,,high,scenario,SCN_裂缝修补前,RepairScenario,Defect,requires
476,SCN_裂缝修补前,requires,裂缝评估,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.1.3,,high,scenario,SCN_裂缝修补前,RepairScenario,Defect,requires
477,SCN_裂缝修补前,requires,明确修补范围与规模,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.1.3,,high,scenario,SCN_裂缝修补前,RepairScenario,DefectFeature,requires
478,SCN_裂缝修补前,requires,明确修补方法,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.1.3,,high,scenario,SCN_裂缝修补前,RepairScenario,Concept,requires
479,SCN_裂缝修补前,requires,明确质量合格标准,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.1.3,,high,scenario,SCN_裂缝修补前,RepairScenario,QualityEvaluation,requires
480,SCN_裂缝规模较大,instance_of,RepairScenario,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.3.3,,high,scenario,SCN_裂缝规模较大,RepairScenario,Concept,instance_of
481,SCN_裂缝规模较大,has_defect,混凝土裂缝,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.3.3,,high,scenario,SCN_裂缝规模较大,RepairScenario,Defect,has_defect
482,SCN_裂缝规模较大,has_condition,裂缝规模较大,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.3.3,,high,scenario,SCN_裂缝规模较大,RepairScenario,DefectFeature,has_condition
483,SCN_裂缝规模较大,treated_by,分区灌浆,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.3.3,,high,scenario,SCN_裂缝规模较大,RepairScenario,RepairMethod,treated_by
484,SCN_裂缝灌浆后表面封闭,instance_of,RepairScenario,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.3.4,,high,scenario,SCN_裂缝灌浆后表面封闭,RepairScenario,Concept,instance_of
485,SCN_裂缝灌浆后表面封闭,has_stage,裂缝灌浆后,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.3.4,,high,scenario,SCN_裂缝灌浆后表面封闭,RepairScenario,Defect,has_stage
486,SCN_裂缝灌浆后表面封闭,has_goal,表面封闭,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.3.4,,high,scenario,SCN_裂缝灌浆后表面封闭,RepairScenario,RepairMethod,has_goal
487,SCN_裂缝灌浆后表面封闭,treated_by,涂刷法,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.3.4,,high,scenario,SCN_裂缝灌浆后表面封闭,RepairScenario,RepairMethod,treated_by
488,SCN_裂缝灌浆后表面封闭,treated_by,粘贴法,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,5.3.4,,high,scenario,SCN_裂缝灌浆后表面封闭,RepairScenario,RepairMethod,treated_by
